-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                              aten::sub         0.00%      38.837ms         0.00%      67.099ms      16.334us       6.313ms         0.00%       6.320ms       1.539us          4108  
void batch_FnrmA_stage1<float, float, 8>(long, long,...         0.00%       0.000us         0.00%       0.000us       0.000us       6.230ms         0.00%       6.230ms       4.056us          1536  
                                              aten::max         0.00%      25.655ms         0.00%      50.731ms      25.290us       5.889ms         0.00%       5.897ms       2.940us          2006  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       5.889ms         0.00%       5.889ms       2.936us          2006  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.872ms         0.00%       5.872ms       1.464us          4012  
                                            aten::index         0.00%      37.400ms         0.00%      64.835ms      33.945us       5.717ms         0.00%       5.725ms       2.997us          1910  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.717ms         0.00%       5.717ms       2.993us          1910  
                                       aten::bitwise_or         0.00%      36.012ms         0.00%      61.011ms      15.207us       5.380ms         0.00%       5.386ms       1.342us          4012  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.380ms         0.00%       5.380ms       1.341us          4012  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us       5.201ms         0.00%       5.201ms       2.723us          1910  
                                      aten::bitwise_and         0.00%      16.008ms         0.00%      25.412ms      12.668us       4.405ms         0.00%       4.407ms       2.197us          2006  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       4.405ms         0.00%       4.405ms       2.196us          2006  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       4.374ms         0.00%       4.374ms       9.112us           480  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       4.202ms         0.00%       4.202ms       2.200us          1910  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       4.117ms         0.00%       4.117ms       1.959us          2102  
